tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
"All the money from a cup of coffee purchases were donated to victims of California fires! I still have over $300 to donate but I am still waiting for the money from T-shirt sales. Please, these people need help -  @12Ravenwolf @yelli1972 @CindyJinPA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Gov. Jerry Brown has requested a Presidential Major Disaster Declaration, citing the devastating fires burning in Northern and Southern California. At least 24 people have died and more than 6,000 structures have been lost in the Camp and Woolsey fires:",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Bieber creates tee to help animals in California wildfires - Independent Online,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Northern Californias main utility is facing so much pressure from wildfires that even before a blaze killed dozens, it urged US officials to let it raise prices.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Another sign of how far Trump is actually removed from everything, he cant even get the name of the town HED JUST GONE TO that was completely destroyed in the #CampFire. He mentions Pleasure, not Paradise twice and laughs it off when the crowd corrects him.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NPR News: More Deaths Reported In California Wildfire As List Of Missing Balloons,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @USAFVet18: California Governor Jerry Brown really dong a GREAT JOB in California with the forest fires ha?!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Good morning all. Heres a tip of the hat to our brave first responders in California sweatin out another horrific fire season of tragedy and devastation. Thank you for all you do. CC: .@realDonaldTrump,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A deer explores a residential area destroyed by the fire in Paradise #CaliforniaWildfires #California #Animals #Pets #Dogs #Cats #Horses #Wildlife #wildlifephotography Threaded tweet (please open for more!),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The whole comparison is a bit wild,” a forest fires researcher in Finland said of President Trumps remark that California could learn lessons from the European nation about fire management",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@tedlieu Ted we don t have any money to help Fire Victims because CALIFORNIA gave all of our Tax Revenue to ILLEGAL ALIENS.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @williamsjey: New threat in California fires: Rain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good Samaritans to the rescue as thousands of animals displaced by wildfires  via @NBCNews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Drone Footage Shows Destruction of Paradise, California as Death Toll From Fire Rises to Over 50 - PARADISE, Calif. - Drone footage has provided a glimpse into the heartbreaking destruction of the town of P  #NewsAndInformation",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Interior Secretary Ryan Zinke says its not the time for finger-pointing over the destruction of the deadly California wildfires -- yet hes openly blaming radical environmentalists for a lack of forest management that he says are spreading the infernos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Unimaginable devastation from the California wildfires. Heres the latest: - Wildfires are declared the deadliest in state history - Death toll continues to rise with many still missing - No end in sight with no rain forecast to dull the flames Ross King reports.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hoping for an end to this soon. Leave if you must, please keep safe. Thank you to all the firefighters and responders helping. :( California wildfires: At least 9 dead as fires spread on both ends of California - CNN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jerry Brown should be charged in court over these fires that HE has caused!!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
California brewers create ‘Resilience IPA’ to help Camp Fire victims in Butte County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Good Morning Patriots!!! My prayers ὤFἿB this Sunday are for my fellow Americans in California who are victims of raging fires. 80 dead, 1300 missing &amp; 12,000 homes destroyed with displaced residents. God Bless them all.἟A἟8",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Want to know why the search to find the missing and identify victims in Californias wildfires could take months? Curious to know more about the Florida recount? Find answers to these questions and more at #APExplains.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ashley Homestore is helping Camp Fire victims get new beds! 100% of your donation will be used to provide Camp Fire victims with new queen mattress sets for the Salvation Army to distribute.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@Jamierodr10 This TRAITOR pleaded &amp; received help during the California fires 4 her &amp; her animals.Republicans pitched in 2 help because were all Americans! Then turns her back on citizens that lost everything sitting in tents in Walmart parking only to raise money 4 the Fake Asylum Seekers!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Parma womans mom still missing in California wildfires,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
California wildfires: Number of missing persons rise to 631,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#2Help #CaFires Thank you to brave #Firefighters #FirstResponders battling the 3rd-deadliest #CalWildfires  #2Donate: @RedCross Text RED CROSS to 90999 @vcunitedway UWVC to 41444 @LAFDFoundation @CAL_FIRE @CAFireFound @calfund @vccfoundation #MASA #HRV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Gerard Butler, Robin Thicke, Shannen Doherty and more lose homes in California wildfires",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@WTNH Before u start blah blah The Santa Ana winds are strong, extremely dry downslope winds that  sometimes called devil winds in conjunction with Northern Californias fires",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@JeffreyGuterman @realDonaldTrump I am. Im completely appalled by his lack of compassion to the people of California, including MY family who lost 2 homes in the fires, 1 in Chico &amp; 1 in Paradise which was completely destroyed #PrayForParadise . #CaliforniaFires",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rain was falling across Southern California Thursday morning and the National Weather Service issued a flood advisory for much of Los Angeles County, including the Woolsey Fire burn area. The flood advisory is in effect until 3 a.m.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rain has begun to fall in California. Its a godsend for firefighters but could hamper the search for wildfire victims. Forecasters say mudslides are possible.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Latest: California wildfire death toll rises to 77 #trump2020 #republican #donaldtrump #conservative #maga,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Death toll at #CampFire rises to 29, tying for the deadliest wildfire in California history.  by @ashleynmcb @NanetteAsimov @MelodyGutierrez",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"A heart filled Thank You to our team in D51, as well as the Pac North, and HD family across the Western Division and this great company for the thoughts, prayers and outpouring of support during the Camp Fire. We really appreciate it. #PacNorthProud #ParadiseStrong",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@JoyceWhiteVance Trump is Right Joyce. These fires are all caused by the governor and the liberals who run the state of California with their ridiculous laws about water use to save some stupid fish. Unfortunately Californians are getting what they voted for.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"#BREAKING: Death toll from Northern Californias #CampFire is now at 42, making it the deadliest wildfire in U.S. history, per Butte County Sheriffs Office.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"I’m sorry, this is despicable. Over 1,000 people missing. Over 70 dead. Friends &amp; families lost everything. #EmpathyIsDead",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
This is incredible 25 people have died and it is most devastating wildfire in CA history yet Trump responds to worst fires in California’s history by threatening to withhold federal aid #NoSoul  @realdonaldtrump,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
What really started the California Fires? Direct Energy Weapon!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
California Attorney General warns of price-gouging amid fires,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Donald Jackoff Trump made a very elegantly worded tweet about the countless lives and homes lost amidst the California wildfires. I’m not surprised, but still angry. Maybe it’s what he wants, but he’s still a fucking cretin and so is anyone else who still follows his bullshit.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Our finest Nationalist President Trump, clueless to the end. 1st responders fighting to save lives, their own houses burned, their own families homeless. At least 31 dead, searching for BONE FRAGMENTS of missing and dead. 250K evacuated, fires still burning. W-T-F, GET SMART?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#WEATHER Model For Predicting Severe Storms Is Helping Fight California Wildfires,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @ARedPillReport: ALERT! ITS ALL PLANNED! Proof The UN Is Involved in The California Fires!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#california there will be wild animals fleeing the fires. Please put out bowls and buckets of water and fill your bird baths #VenturaCounty #WoosleyFire,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@RachelleLefevre Bless and keep everyone safe that are involved in the wild fires ὒ5 that are going on in California ὤFὤF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@SecretaryZinke: would you PLEASE talk to your boss!!! Nine ppl have died so far. 12 others died by gunfire in the local community!!! Educate this city/dweller about forest fires. It’s like stopping a hurricane.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"We are forever grateful for everyone who has donated- and those who continue to donate- to support #RedCross relief efforts for the California #Wildfires. Our response continues. Learn more, and see how you can help ➡️",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"The wildfires burned roughly two-thirds of the churches in Paradise, California, to the ground. But even though churches have been hit hard, members are pushing through to help their neighbors in need.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @Conservatexian: New post: Northern California Wildfire: 63 Dead; Number of Missing People Hits 631,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The hearts of all Americans are heavy for those impacted by the wildfires in California. We’re humbled by the brave first responders &amp; firefighters who are working to protect neighbors &amp; strangers alike. We’ll continue to monitor the situation &amp; urge everyone to remain vigilant.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#UPDATE: Nine now confirmed dead. At least 5 people died in their cars as they tried to flee the #CampFire. Stay updated on this quickly developing story here:,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Many lose their homes, including Music Community Devastated by California Fires  via @ProSoundNews",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Numbers keep rising, of those killed in recent California wildfires.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Death toll rising in Northern Californias Camp Fire; at least 297 missing.  @Miguelnbc reports tonight on @NBCNightlyNews.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Conspiracy Theorists Claim California Wildfires Caused by Space Lasers  #occult #feedly,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Stunning satellite images and animations offer a sobering perspective on Californias raging infernos #fires,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Thoughts, prayers and love Death toll rises to 76 in California wildfires as relatives search for the missing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
California seeks disaster aid as wildfire death toll mounts  via @business,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Wildfires threaten tens of thousands of homes in Southern California, and wildfire officials call a Northern California blaze the states most destructive. Listen here:",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"In California, the Sikh community is leading efforts to support victims of the Camp Fire by collecting supply donations, providing free food and shelter in gurdwaras and organizing a blood donation drive. #Seva",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Today: Theresa Mays power stance Dankse Bank&amp; others Camp Fire death toll: 63 Pence at APEC Oxnard,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Donate Today! Fellow Americans devastated by the Fires in California need your Support &amp; Help! #CaliforniaFires #Unite #Contribute  Let’s Make a Difference Together! Help this unborn baby &amp; family today. #GodFamilyCountry. @RealErinCruz @TeamErinCruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
California wildfires: 3 major fires destroying homes and forcing massive evacuations: -Camp Fire in Butte Co. -Hill Fire in Thousand Oaks -Woolsey Fire near Simi Valley and Calabasas,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rain in the forecast could aid crews fighting California’s deadly wildfires while raising the risk of flash floods and complicating efforts to recover human remains.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CA FIRES 1300+ missing people Absolutely destroyed in many areas Suspicious Plots being exposed Media coverage is awfully quiet, Why? These fires were a planned, coordinated effort by DeepState. Media are controlled by DeepState #California wake up #walkaway now #MAGA",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dangerous California wildfires leave at least 9 dead :  via @YouTube,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@chucktodd @SenMikeLee California on fire, Mexico Beach obliterated, &amp; North Carolina (and soon Manhattan) under water do not help the economy. Senator Lee should be required to read his governments report on climate change and then submit to a written test to see if he understood what he read.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THERE IS NOTHING NATURAL ABOUT FALSE FLAG CALIFORNIA FIRES. LOOK AT THE LAND AND HOMES THAT BURNED AND TAKE NOTICE. ASK WHO IS RESPONSIBLE! AMERICANS HAVE NIMBY CONSCIOUSNESS!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"On this Thanksgiving, be grateful and think about the thousands of Americans who’ve lost their homes to the California wildfires.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firefighter saves American flag found in town completely destroyed by California wildfire and drapes it on a mailbox in touching tribute  via @MailOnline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Holy moly I wanna say he actually snapped, but hes way beyond that point now. Hearts out to my people dealing with the forest fires losing their homes and belongings.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Predicted downpours in California could help tamp down blazes, but will make the search for victims more difficult. The fires have killed 77 so far",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @randypcox: California wildfires: Air quality rated worlds worst,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"‘We made it out with our lives’: Al Roker surprises #California #firefighters who lost their homes Bravo @Today, #AlRoker #NatalieMorales and everyone else who contributed to this celebration for those who are fighting those #wildfires.  via @TODAYshow",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Work Disaster Assistance Fund Raises Money For California Wildfire Efforts &gt; NASW-Foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
My hometown of Paradise has been decimated by the #CampFire. I’ve never felt so far away but even from far away there are ways we can help. Anything you can give is appreciated. Click to Donate:  via @gofundme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"The Butte wildfire is now on record as the worst fire in California history and the worst in the U.S. in over a century. Over 140,000 acres have burned and over 13,000 structures have been turned to ash; 9,800 of them homes.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern California wildfire kills 42 to rank as deadliest in state history  via @politicususa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Praying for the recovery of those whose lives &amp; homes have been destroyed by Calif. wildfires. See ways to help below. No matter the kind of disaster, this truth remains the same: life comes before property. Continue to heed warnings of local officials.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Wildfires have burned more than 200,000 acres in California since Thursday. See where fires in California are spreading with our interactive map.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The Camp Fire is barely in the top 20 biggest fires in California history, but it is the deadliest by a factor of 3 and destroyed 5 times more buildings than the previous record. Its not really a forest fire; this is a town that burned to the ground.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Welcome home! Thank you to our local firefighters who helped assist crews in California.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
It is so pathetic to realize how the lefttist enviro freaks who control California open land management make it almost impossible to have controlled burns/brush clearing/clear cutting that would stave off devastating fires,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @McDanielJustine: The haze outside in Philly is smoke from the California fires:,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fires, floods and other disasters await new governors in Colorado, California #Denver #DenverZoo",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The number of people missing after a devastating wildfire in northern California has more than doubled to 631. More than 60 have been killed.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"In the spirit of Thanksgiving, heres how you can help victims of the California wildfires.  #11MSNBC #11thHour",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#News- Number of missing in California fires continues to fluctuate amid chaos,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"The death toll for the Camp Fire continues to rise, reaching 81 as of Tuesday evening. While the dangerous air quality could improve with the incoming rain, other hazards will emerge:",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"The death toll from the wildfire in Northern California has increased to 63, while 631 others were listed as missing, authorities said on Thursday evening.  #CampFire",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wildfires in Southern California have forced celebrities to evacuate their homes, with some being destroyed by the flames.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"President Donald Trump is threatening to withhold federal payments to California, claiming its forest management is so poor. So far 9 people have died in these latest wildfires and the town of Paradise -- population 27,000 -- has been totally destroyed.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Firefighters have spent $601,572,000 fighting wildfires only 4.5 months into the fiscal year that ends in June 2019, said Cal Fire spokesman Scott McLean. That total puts the agency significantly over its initial $443 million emergency fire budget.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"QUICK REMINDER: The state of California is in a state of emergency. Over 1,000 dead and thousands of structures lost. The 3 biggest fires in California have been in the last year. YOUR PRESIDENT CAME TO THE STATE AND SAID PEOPLE SHOULD BE RAKING MORE TO SOLVE THIS PROBLEM. #WTF",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"California wildfire toll rises to 48, hundreds still missing - Al Jazeera  via @nuzzel",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Search teams in Paradise, California have found eight more bodies within the wildfire rubble. The number killed there has risen to 56. Listen:",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@realDonaldTrump @mauriciomacri How climate change is fueling Californias wildfires. #IMPEACHTHERUSSIANMONEYLAUNDERER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
There is no government help for those displaced by the fires in California. We thought the way the people of Puerto Rico post Hurricane Maria were treated was because of their skin color. Now we know Trump treats everyone with disdain. #TrumpMustGo #RacistInChief,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Looks like Liberals and Democrats have blood on their hands for California’s dead.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25 people confirmed dead in California fires after more bodies found,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"7,000+ homes and other buildings lost, 33+ lives lost in current California fires. Cant see California getting a visit from our petulant President.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A call out for help if you are near the California wildfires - missing senior relatives ὄ7ἿBὄ7ἿBὄ7ἿB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Death toll rises to 25 as 200,000 flee the most destructive fires in California’s history. ⁦@realDonaldTrump⁩ you are not worthy of the office of the president, you are trash!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Philip and I offer our deepest sympathies to the people of California, who continue to suffer from the devastating fires across the state,” Her Majesty said.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The most destructive series of wildfires in California history have killed at least 31 people and forced tens of thousands more to evacuate, officials say #CaliforniaFire #CampFire",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A federal judge has ordered Californias Pacific Gas &amp; Electric Co. to explain any potential role it played causing the deadly Camp Fire and any other major wildfires in the state,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
In times like these we have to help each other out Ὁ9 support those affected by the Campfire by picking up this Wildfire relief tee. All proceeds go to The California Community Foundations Wildfire Relief Fund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@SteveSchmidtSES These #NationalGuard troops are doing nothing since putting up barbed wire fence and could be redeployed asap to assist the firefighters put out the deadly fires in California!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SB1463 Moonbeam voted no to protect against fires,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @ericlarouge: @bbusa617 @Jamierodr10 DemonRats focused more on helping illegal immigrants than California fires victims.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A group of people affected by the Woolsey Fire that continues to burn in the Malibu area filed a lawsuit against Southern California Edison.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @charleslittlep: Do you think the fires in California are a punishment from God for the state being so evil and decadent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Our @NASAEarth satellites track #wildfires to collect data thats quickly put to work, aiding management and disaster response. Here, our satellite captured this Nov. 8 image of the #CampFire in northern California, with active fires marked in red:",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"If you noticed a fog or unusual haze in the city yesterday, @phillymag says it came from the wildfires out in California. The jetsream carried it all the way out to the East Coast #wildfires #CaliforniaFires",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Secondly, its true we dont get many wildfires, comparatively speaking; certainly not as many as California. But this has very little to do with raking, or forest management in general. No, its because were not California. NOT ALL THE PLACES ARE THE SAME. Shocking, I know.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The number of people killed in California’s deadliest wildfire rose to 76 as search and rescue continued the grim task of looking for the dead amid the ashes in Butte County, the sheriff said.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Death toll jumps to 25 in historically destructive California wildfires,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @EW: Guy Fieri and more celeb chefs cook up 15,000 Thanksgiving meals for California wildfire victims",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @BuzzFeedNews: While California burns, Trump tweeted not to offer condolences to the victims, but to blame fire management /",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"While touring wildfire damage in California, Trump touted the virtues of Finlandsraking of the forest floor to clear it of flammable material, but its not actually what Finland forest management practices center around",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At least 23 dead in California fires as grim search continues  #NEWS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Death toll from Northern California fire jumps to 42, making it worst in state history - Los Angeles Times. Are we blaming trump",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
I liked a @YouTube video  California Fire Weather: Nov. 9 update,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@SeattleHumane is getting kittens from California because Shelters overcrowded bc of Wildfires. How can you resist this little guy with big ears!? @EricJensenTV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @TheChelsenator: fuck yourself. Cali fires got nothing to do with gays, trans, etc. Judge not Ὑ5ἿC",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @NickLaFave: People are dead. He’s talking about money.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
No Comment -- Wildfires ravage homes in California,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@CBS47 Prayers for California. Build electric poles that double as high pressure sprinklers. Cut off forrest fires. Run pipes in road from ocean to higher elevation, capture heat , desalinate water, fill wells. Outfit poles with wind generators and cell equipment. @forestservice",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lytton Rancheria to Donate $1 Million for Victims of California Wildfires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@chucktodd For the President to blame the citizens of California for the devastating wildfires that has hit them is ridiculous, but its par for the course when it comes to the behavior of Donald Trump.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Seventy-seven people have been confirmed killed in the Camp Fire.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @AutoVisionzEmbl: My heart aches for all those who are displaced with nowhere to go. #CaliforniaWildfires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Total destruction: Volunteers sift through ashes of Northern California wildfire  via @nbcnews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @LovToRideMyTrek: Norovirus Outbreak Reported in California Fire Shelter as Death Toll Hits 56-  Via - @NeonNettl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
‘Paradise is Gone’: California fires devastate communities as death toll mounts to 23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Video of Lady Gaga volunteering at a Red Cross shelter and offering mental health support for people impacted by the California fires. She is really an angel.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dog that was abandoned by family during California wildfires found badly-burned but guarding neighbors home,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Have a look at the damage caused so far by the massive fires in California  @DailySignal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Camp fire devastated Paradise 10 days ago. Still no word on accommodations for 10s of thousands displaced, many with few resources now living in tents and cars. Rain is coming. Evac centers are facing disease. This is not good enough.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If @realDonaldTrump is in favor of clearing trees to stop wildfires, then he must also be in favor of taking away guns to stop mass shootings. #logic #NeverAgain",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"California is grappling with 3 furious infernos that have destroyed a city of 27,000, levelled 6,500 homes and killed 9. One is the state’s most destructive fire in history None were supposed to occur in November, after fire season ended But it’s now #climate havoc everywhere",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
