tweet_text,predictions_event_type,event_type_label,class_label
"LATEST: Hurricane #Florence is a dangerous Category 4 storm, with maximum sustained winds of 130 mph. The storm is expected to bring catastrophic flooding to the Southeast and may dump as much as 40 inches of rain in North Carolina alone.",hurricane,hurricane,caution_and_advice
Water Already Starting to Rise with a Hurricane Warning in NC:: North Carolina Makes Final Preparations for Hurricane Florence: Store Shelves Cleared as Inland Exodus Continues..▼,hurricane,hurricane,other_relevant_information
Can you recommend anyone for this #job? Bulk Material Handler (I) -  #Manufacturing #Bohemia #NY #CareerArc,hurricane,hurricane,not_humanitarian
"My posse likes milk and naps. ☠️ #catsofinstagram #bombaycat #blackcat #pets @ Pittsburgh, Pennsylvania",hurricane,hurricane,not_humanitarian
RT @laurenverno: Everyone’s phones are going off in the hotel. Flash flood warning in effect for our area. @BN9 @MyNews13 #HurricaneFlorence,hurricane,hurricane,caution_and_advice
#donations #donation Gleaning for the World ἵEἷ4Ὃ5 Working w/3 states for #Shelters Areas impacted the worse List of supplies #collecting #resources #HurricaneFlorence #DisasterAssistTeam,hurricane,hurricane,rescue_volunteering_or_donation_effort
#HurricaneFlorence State of Preparedness issued for West Virginia ahead of #Florence prepare now for possible flooding &amp; power outages. Storm track still not concrete &amp; could impact Friday PM into weekend,hurricane,hurricane,caution_and_advice
"The Triangle area was so fortunate through Hurricane Florence. But we are all North Carolinians. If you can donate or volunteer in recovery efforts, please do so. #CarolinaStrong",hurricane,hurricane,rescue_volunteering_or_donation_effort
No matter how many times we say it share it idiots leave their pets to drown while other people have to risk their lives to save them.  please donate #hurricaneflorence,hurricane,hurricane,rescue_volunteering_or_donation_effort
Gen. Milley gets a look at the flood damage at Marine Ocean Terminal Sunny Point - one of the largest military terminals in the world. #Florence #abc11,hurricane,hurricane,infrastructure_and_utility_damage
"Sous vide strip steak, roasted beet and goat cheese salad, and yellow rice with black beans. #cooking #homemade #dinner #food @ Malden, Massachusetts",hurricane,hurricane,not_humanitarian
Save the Children sends volunteers to help families impacted by Hurricane Florence,hurricane,hurricane,rescue_volunteering_or_donation_effort
Thoughts with everyone on the Carolina coast. Also concerned about rainfall inland. I am working in Vegas all weekend. Dropping Amy &amp; Isla off in Texas to stay with her family.,hurricane,hurricane,sympathy_and_support
"You need to gather food, water, medical supplies, medication, and flashlights for several days at this point. @NC_Governor says we will #weather this storm as North Carolinians #HurricaneFlorence #Hurricane #SpectrumNews @SpecNewsRDU",hurricane,hurricane,requests_or_urgent_needs
"RT @princetonian: NEWS | Florence brings rain to NJ, floods Carolinas",hurricane,hurricane,other_relevant_information
A few places doing hurricane relief for folks in the Carolinas and Virginia. Please retweet and feel free to link any places y’all know that need donations/volunteers! #florence #HurricaneFlorerence #rrr #hurricanerelief,hurricane,hurricane,rescue_volunteering_or_donation_effort
Hurricane Florence has been downgraded to a category 2 which is good news for the Carolinas. However this doesnt mean the storm will not be deadly or cause severe damage and flooding! ἲ7⚡ἲ6ἲ9ἰAὊ6 #HurricaneFlorence #breakingnews #mothernature #wildweather #hurricaneseason,hurricane,hurricane,caution_and_advice
"Can you recommend anyone for this #job? Operations Associate -  #CustomerService #Cary, NC #Hiring #CareerArc",hurricane,hurricane,not_humanitarian
"#CBP braces for #HurricaneFlorence in the Mid-Atlantic states. Southeast Virginia to be hardest hit in region, but all Mid-Atlantic states face powerful winds, heavy flooding and power outtages. Follow health and safety orders from your state EMA. Read",hurricane,hurricane,caution_and_advice
Stocked up on supplies for Hurricane Florence and realized after I checked out I spent more on alcohol than food #college,hurricane,hurricane,other_relevant_information
Im asking to join me in supporting Team Rubicon as they respond to Hurricane Florence. Team Rubicon is a nonprofit organization that unites the skills and experience of military veterans with first responders to rapidly deploy emergency response teams.,hurricane,hurricane,rescue_volunteering_or_donation_effort
#HURRICANEFLORENCE FEMA UPDATE: - Very large hurricane - Landfall to be in coastal North Carolina Thursday night into Friday - Coast will experience hurricane-force winds for 24 hours or more - Inland flooding threat is extreme; 15-25 inches of rain forecast,hurricane,hurricane,caution_and_advice
"Tornado Warning continues for Leland NC, Navassa NC, Winnabow NC until 7:45 AM EDT",hurricane,hurricane,caution_and_advice
RT @CNC3TV: International: Mandatory evacuations as powerful Cat 4 Hurricane Florence approaches | CNC3,hurricane,hurricane,displaced_people_and_evacuations
Red Cross Prepares for Massive Relief Response As Hurricane Florence Nears U.S. Coast,hurricane,hurricane,rescue_volunteering_or_donation_effort
Were offering 25% off of our boarding and daycare services and waiving our Meet &amp; Greet fees for anyone evacuating from Hurricane Florence. Please give us a call at 704-323-8486 if you need a place for your pup during the storm.,hurricane,hurricane,rescue_volunteering_or_donation_effort
"Dear @realDonaldTrump, Could you please send me some paper towels to help with the cleanup? Im just up the road from you. Assuming youre in DC and not at Mar-a-Lago.",hurricane,hurricane,not_humanitarian
"My town is being consumed by water. 3 more days of rain left, then the aftermath of #HurricaneFlorence will seal the town in water. #RainyDay #flooding #Pennsylvania",hurricane,hurricane,other_relevant_information
"#RedCross is opening shelters in @CLTgov for evacuees: East Mecklenburg HS, South Mecklenburg HS, North Mecklenburg HS, Olympic HS. Ardrey Kell HS opens at 4p today. #cltnews #florence #ncnews #ncwx",hurricane,hurricane,displaced_people_and_evacuations
"Wife sent me to the store for snacks, water, and something to keep us entertained. I got whipped cream, silly string, a coloring book, and a b-ball hoop for the back of a door. #HurricaneFlorence #Hurricant #Hurricane #AuntFlo #Prepared #NorthCarolina #ArmyWife #UnrulyHousewife",hurricane,hurricane,not_humanitarian
Hurricane Pro Tip: Gallon Freezer Bags filled with water and stacked in the freezer is a way to avoid the lines for bottled water and load up on gallons. Also ic is hard to find after a disaster and will be very useful. #Florence,hurricane,hurricane,caution_and_advice
"HURRICANE FLORENCE DOWNGRADED TO CATEGORY 2 Theres currently sustained winds of 110 mph, and there will still be extensive damage unless it weakens more before landfall. However, its still good news that its been downgraded.",hurricane,hurricane,infrastructure_and_utility_damage
Flooding. roadway closed in #SilverSpring on Sligo Crk Pkwy Both NB/SB between Piney Branch Rd and Maple Ave #DCtraffic,hurricane,hurricane,caution_and_advice
"New post (Hurricane Florence: Flights resume following 3,600 cancellations amid storm damage) has been published on Right Now News -",hurricane,hurricane,other_relevant_information
"Watch to find out how were responding to Hurricane Florence. #BeRedCrossReady for hurricanes. Get tips, . Become a trained Red Cross volunteer, . Give to our disaster relief, . Thanks, @wdam!",hurricane,hurricane,rescue_volunteering_or_donation_effort
U.S. southeast braces for days and days of floods from #hurricane: Reuters  | More w/ Eco-Search:,hurricane,hurricane,caution_and_advice
Hey guys I know Im not on here much but my house got really messed up by #HurricaneFlorence. We started a #GoFundMe to help with damages and such. Please RT and donate if you can! #disasterrelief #Hurricane #Homeless #PleaseRT #helpmeplease,hurricane,hurricane,rescue_volunteering_or_donation_effort
JUST IN: The National Hurricane Center says the eyewall of Hurricane Florence is beginning to reach the North Carolina Coast. Were already seeing SEVERE flooding along the coast. #HurricaneFlorence #Florence,hurricane,hurricane,caution_and_advice
WANTED: In need Cat food (Jamaica Ave &amp; Pennsylvania Ave) @  #trashnothing,hurricane,hurricane,requests_or_urgent_needs
"These (#coalash) sites are dangerous on a good day when the sun is shining, @selc_orgs Frank Holleman said. There is even greater risk when there are hurricanes and floods.  via @insideclimate #HurricaneFlorerence",hurricane,hurricane,other_relevant_information
RT @DugginsBetsey: Haunting video in NC of Hurricane Florence flooding.,hurricane,hurricane,other_relevant_information
"ὒ5.#MattDrudgeὒ5 Issues Dire Warning About #HurricaneFlorence If Drudge’s prediction holds true, the damage would be monstrous!",hurricane,hurricane,caution_and_advice
RT carnelld RT ALcomMobile Hurricane Florence: Airlines lift changing fees; cruise routes changed; evacuations ordered,hurricane,hurricane,displaced_people_and_evacuations
Another day for Missions to support #Florence relief &amp; recovery efforts,hurricane,hurricane,rescue_volunteering_or_donation_effort
"TRUMP IS INSANE. At a White House meeting on the looming threat of Hurricane Florence, he praised the federal response to Hurricane Maria in Puerto Rico an unsung success. Yet the island governor recently revised the death toll from that storm to 2,975 from 64.",hurricane,hurricane,injured_or_dead_people
The roads bite sometimes,hurricane,hurricane,not_humanitarian
Thank You to everyone involved who braved #HurricaneFlorence in rescue &amp; rebuilding efforts! We are #Grateful! #NCstrong #SCStrong,hurricane,hurricane,rescue_volunteering_or_donation_effort
RT @DailyMirror: Heroes rescue dogs on verge of drowning in locked cage during hurricane,hurricane,hurricane,rescue_volunteering_or_donation_effort
"WARNING! #HurricaneFlorence Do NOT leave your pet behind. They will DIE. Pack a Go-bag for pets: food, meds, water, litter, vaccine documnts.. Crate cats + leash dogs Dont expect Hotels to accept pets. Call ahead. County shelters and fairgrounds WILL accept pets #FEMA #PETS",hurricane,hurricane,caution_and_advice
"Hurricane Tip: Put water bottles, milk, etc in washing machine and fill with ice. Drinks stay cold for days, and water just runs out. Saw this on FB. Please RT and spread the word! #HurricaneFlorence #RT",hurricane,hurricane,caution_and_advice
"All PAX: While we wait to hear re: physical need, we have two opportunities to assist our brothers affected by Hurricane Florence financially, for now. 100% of donations will go to serve those in need.    @F3LexSC @F3LakeMurray",hurricane,hurricane,rescue_volunteering_or_donation_effort
"Find out how a #job at a McDonald’s #restaurant can work for you, with programs and perks including high school completion courses, money for #college, and classes for English language learners. Learn more and apply here: Crew Team Member  #PartTime",hurricane,hurricane,not_humanitarian
"At 4:41 PM EDT, 1 NNE Hartsville [Darlington Co, SC] DEPT OF HIGHWAYS reports FLASH FLOOD. 5TH STREET IN HARTSVILLE IS CLOSED DUE TO FLASH FLOODING IN DARLINGTON COUNTY FROM PINEWOOD AVE TO SUNOCO RD.",hurricane,hurricane,caution_and_advice
MSP staff member to help in Hurricane Florence response:,hurricane,hurricane,rescue_volunteering_or_donation_effort
Lt. David Daniels w/New Bern City Police tells @fox5dc those awaiting rescue are residents who chose to stay behind. Rising water in New Bern causing significant storm surge flooding with 10ft of floodwaters reported. Search &amp; rescue crews have rescued 200ppl so far. #Florence,hurricane,hurricane,rescue_volunteering_or_donation_effort
"We expect major coastal and inland flooding from #HurricaneFlorence. This may affect you. Plan now, take steps today, including evacuating or moving to higher ground if you live in a high-risk area. Stay tuned to city/county/state for updates and info on shelters and closures.",hurricane,hurricane,caution_and_advice
One of North Carolina’s chief power utilities is warning citizens that Hurricane Florence’s strong winds and torrential rain could knock out power for much longer than a typical storm.,hurricane,hurricane,caution_and_advice
weatherchannel: Center of #Florence continues its slow westward trek across eastern South Carolina. Heavy rains and catastrophic flooding continue across portions of North Carolina and South Carolina.,hurricane,hurricane,other_relevant_information
"RT @wjz: HURRICANE TASK FORCE | The 80-member search and rescue team was deployed to Columbia, SC to assist FEMA.",hurricane,hurricane,rescue_volunteering_or_donation_effort
"RESIDENTS MUST EVACUATE FROM THE FOLLOWING ZONES DUE TO #HURRICANEFLORENCE: HORRY &amp; GEORGETOWN EVACUATION ZONES A, B, C; CHARLESTON, DORCHESTER &amp; BERKELEY COUNTY EVACUATION ZONES A, B, C, D, E, F, G,H, &amp; I; ALONG WITH EDISTO BEACH #SCTWEETS #alert",hurricane,hurricane,displaced_people_and_evacuations
"This morning, I spoke to @BillHemmer from @FoxNews about #HurricaneFlorence. My message: Listen to the evacuation notices and heed their warnings.",hurricane,hurricane,displaced_people_and_evacuations
Im in hospital because my port is infected but more importantly can we discuss how much I underestimated the size of this muffin???? Like it will likely be enough food but I will need a,hurricane,hurricane,not_humanitarian
Its #NationalCheeseburgerDay but our thoughts are with those still enduring #Florence. Please call ahead for our hours this week &amp; stay safe. We will announce our new fall hours later this month.,hurricane,hurricane,sympathy_and_support
"TRAVEL ADVISORY: Due to Hurricane Florence, American Airlines and United Airlines have issued travel waivers for select dates and US East Coast cities including CHO. We advise ALL passengers to stay in touch with their",hurricane,hurricane,caution_and_advice
": Nuclear plant declares emergency, second breach reported at coal ash site amid Florence’s rains: @thinkprogress: #HurricaneFlorence #NorthCarolina #NuclearPowerPlant #CoalAsh .@RevJJackson @SantitaJ @KevinAGray SUN: 8-10aE",hurricane,hurricane,caution_and_advice
"Are you looking to support relief efforts for #HurricaneFlorence before it hits? Donate to @FoodBankCENC and @HarvestHopeFB to provide meals to the thousands of families who won’t have power, could lose their homes &amp; more. It’s #HungerActionMonth, after all.",hurricane,hurricane,rescue_volunteering_or_donation_effort
"A reminder as #HurricaneFlorence approaches: Animals are far too often the forgotten victims of natural disasters, as weve seen first hand.",hurricane,hurricane,other_relevant_information
"There are Domestic Rats, Rabbits, Hamsters and a Guinea Pig looking for their forever homes petsmartniagarafalls for the big adoption event. #PicMe #wellandspca #niagarafallshumanesociety",floods,hurricane,not_humanitarian
.@USCG mobilized dozens of rescue and response teams before Hurricane Florence hit this week. More on the Federal response:,hurricane,hurricane,rescue_volunteering_or_donation_effort
"As there will be invariably tremendous loss and damage from these super storms and other extreme weather, a report @jar_climate &amp; I wrote for @boell_us on role insurance played in Hurricanes #Harvey &amp; #Maria might be instructive -&gt;",hurricane,hurricane,caution_and_advice
Take the FREE on-line #Drones in #Emergency Management Course found at  #PublicSafety #Drone #JITDT #Florence #SAR #USAR #Rescue #LawEnforcement #Police #Sheriff #Deputy #Firefighter #EMS #EMT #Medic #Paramedic #Hurricane #Tornado #Flood #NC #SC #VA #N,hurricane,hurricane,other_relevant_information
"Monster Hurricane Florence approaches North Carolina, one million evacuated Read More:  #Hurricane #Florence #NorthCarolina #Rain #Flooding #Virginia #Miami",hurricane,hurricane,displaced_people_and_evacuations
"BREAKING: The National Hurricane Center has issued a HURRICANE WATCH for Edisto Beach, South Carolina north to the North Carolina/Virginia border, including the Albemarle and Pamlico Sounds for #HurricaneFlorence. #SCwx #NCwx #VAwx",hurricane,hurricane,caution_and_advice
"The Federal Government mobilized assets well in advance of Hurricane Florence to support states and localities with search-and-rescue, relief, power restoration, and more. Stay informed on the Administrations response:",hurricane,hurricane,rescue_volunteering_or_donation_effort
RT @SierraClub: YOUR HELP IS NEEDED! Donate to relief &amp; recovery efforts for Hurricane Florence:,hurricane,hurricane,rescue_volunteering_or_donation_effort
"NO evacuation for the majority of residents in Beaufort, Colleton and Jasper counties. Edisto Beach and all other areas are still under a mandatory evacuation order. #HurricaneFlorence #sctweets #alert",hurricane,hurricane,displaced_people_and_evacuations
"The Hilton Myrtle Beach Resort reported this morning that the Grand Strand suffered only minor damage from #Florence and that the Hilton, with no damage, is back open, fully operational and ready to welcome us this weekend. #SLRCC",hurricane,hurricane,infrastructure_and_utility_damage
"Here’s the latest from North Carolina, where hundreds of people have either been rescued or are in need of rescue, entire towns are without power and a TV station was forced to evacuate in the middle of a broadcast:  #Florence",hurricane,hurricane,rescue_volunteering_or_donation_effort
Have you made a donation to the IAFF Disaster Relief,hurricane,hurricane,rescue_volunteering_or_donation_effort
Many roads in NC are closed due to #Florence.,hurricane,hurricane,other_relevant_information
"Fayetteville Fire-Rescue, NC Urban Search and Rescue, National Guard standing by to assist Spring Lake Fire-Rescue. #florence #ncwx",hurricane,hurricane,rescue_volunteering_or_donation_effort
"Hundreds rescued, four people dead and many awaiting to be rescued due to hurricane Florence. If only it was predicte or knew that it was coming! Oh wait..",hurricane,hurricane,injured_or_dead_people
Stay safe everyone #FlorenceNC,hurricane,hurricane,sympathy_and_support
".@Duracell’s #PowerForward team will be on the ground in the Carolinas distributing free Duracell batteries, charging mobile devices and providing complimentary wifi once conditions allow. #HurricaneFlorence #CarolinaStrong #NCFlooding",hurricane,hurricane,rescue_volunteering_or_donation_effort
Breaking: At least 5 people are dead as a result of #Florence. It is now a Tropical Storm.,hurricane,hurricane,injured_or_dead_people
"We are devastated for our friends up the coast in North Carolina. If you would like to donate money or volunteer to assist with clean up, Samaritan’s Purse (based in Boone, NC) has more info on how to do so. Let’s",hurricane,hurricane,rescue_volunteering_or_donation_effort
No filters just a beautiful morning. I wish everyone that had damage from Florence a speedy recovery! @ Lake Townsend,hurricane,hurricane,sympathy_and_support
"ὤFἿBfor our neighbors in the Carolinas. Lord we ask for your protection over everyone in the path of Hurricane Florence. Your hand is mightier than any hurricane &amp; we have faith in your miracles. We pray for the rescue efforts &amp; the recovery efforts. In Jesuss name, Amen.",hurricane,hurricane,sympathy_and_support
Looking for all of the latest #HurricaneFlorence updates? Tap the image below to follow this list of emergency management accounts as they track #Florence.,hurricane,hurricane,other_relevant_information
"RP frm @miamonicastarz He said evaculation tho, not evacuation evaculation ᾒ3ᾒ3ᾒ3ᾒ3 @ North Miami, Florida",hurricane,hurricane,displaced_people_and_evacuations
My thoughts are with all of those in the path of #HurricaneFlorence stay safe!,hurricane,hurricane,sympathy_and_support
Ὢ8 #HopeMills residents being urged to #EVACUATE *now* Ὢ8 The unpredictability of #CapeFearRiver basins ability to accommodate rainfall totals overnight has prompted officials to #Alert Hope Mills of #DANGER #Florence #CumberlandCounty #NorthCarolina,hurricane,hurricane,displaced_people_and_evacuations
"Damage caused by #Florence observed this morning at Crows Nest Marina in Atlantic Beach, NC. @CarteretCoGov Photo courtesy of @WRAL",hurricane,hurricane,infrastructure_and_utility_damage
@VAVAGraphics Please help donate money to organizations /www.gofundme.com/manage/pv8fwc-hurricane-florence,hurricane,hurricane,rescue_volunteering_or_donation_effort
Lumbee River EMCs restoration efforts resumed this morning and crews from around the country have joined to help. Hurricane Florence created extensive damage through all parts of our system and line personnel,hurricane,hurricane,infrastructure_and_utility_damage
RT @KaylandHagwood: Need shelter during #HurricaneFlorence ? Ridgeview HS in Columbia is open with food and water to help those in need! ht,hurricane,hurricane,displaced_people_and_evacuations
"At 8:21 AM EDT, 4 NNW Wadesboro [Anson Co, NC] EMERGENCY MNGR reports FLASH FLOOD. BROWN CREEK CHURCH RD HAS BEEN CLOSED DUE TO FLOODING IN THE AREA OF FORK BRANCH BETWEEN NC 742 S. AND US 52 N.",hurricane,hurricane,caution_and_advice
A state of emergency has been declared for all 159 counties in Ga. in advance of Hurricane Florence impacts. Finalize your ready kits and follow advice of local officials and news sources.,hurricane,hurricane,caution_and_advice
"#Florence death toll now up to 18. And more than 500,000 homes and businesses still without power as the now Tropical Depression heads north #WeatherAuthority @WGME",hurricane,hurricane,injured_or_dead_people
"Hurricane Florence Update: As we approach the onsite of the hurricane, updates continue to point to extremely high winds, local flooding and power outages. As of now, this Thursdays meeting will still run as planned. We will keep you updated if there are any changes.",hurricane,hurricane,caution_and_advice
Happening Now | Crews from the mid south remain on the east coast to help with hurricane relief. More here:,hurricane,hurricane,rescue_volunteering_or_donation_effort
"At 1:53 PM EDT, 2 SSE Elizabethtown [Bladen Co, NC] DEPT OF HIGHWAYS reports FLASH FLOOD. MERCER MILL BROWN MARSH ROAD NEAR CLARKTON IN BLADEN COUNTY IS IMPASSABLE. A CAR IS STALLED AND STRANDED IN THE MIDDLE OF THE FLOODED ROADWAY.",hurricane,hurricane,other_relevant_information
"A preemptive message to all those Evangelicals who are going to blame #HurricaneFlorences damage on LGBTQ people or Liberals or NFL player protests, Shut up. Sincerely, Non-horrible Christians",hurricane,hurricane,not_humanitarian
"At least eight people are dead across the Carolinas from #Florence, including a mother and her baby and two elderly men.",hurricane,hurricane,injured_or_dead_people
"At 11:54 AM EDT, Jefferson [Chesterfield Co, SC] PUBLIC reports FLASH FLOOD. PUBLIC REPORTED WATER FLOWING OVER THE ROADWAY ON CHURCH STREET IN JEFFERSON, SC. VIDEO SHARED OVER SOCIAL MEDIA.",hurricane,hurricane,infrastructure_and_utility_damage
"With @FoHoWoodFella in Lumberton at a neighborhood off Roberts Avenue. Water is covering a lot of homes, cars. One lady named Florence, 85, has been coming back every day to see if she can make it back to her home. @WFMY #Florence",hurricane,hurricane,infrastructure_and_utility_damage
Just because you are roughing it does not mean you compromise on the food. @ North Channel Cottages,hurricane,hurricane,not_humanitarian
No amount of security is worth the suffering of a mediocre life chained to a routine that has killed your dreams.” - Maya Mendoza - Wake up every day and,hurricane,hurricane,not_humanitarian
Monday and your @CBS6Albany morning team is ready with your top stories - including when all the rain is coming from #HurricaneFlorence now a tropical depression.,hurricane,hurricane,caution_and_advice
Praying for everyone in the Carolinas. I just saw a picture of a manly man holding his little kitten. Shelters should accept fur kids in carriers. Lets all do,hurricane,hurricane,sympathy_and_support
"Speaking of pets and hurricanes #Florence is expected to displace millions of people, and animals are also going to have to find a temporary place to stay. McKamey Animal Center has been asked to help with the sheltering of some of those animals. #HurricaneFlorence",hurricane,hurricane,rescue_volunteering_or_donation_effort
East Meck HS is one of the schools opening as an emergency shelter for Hurricane Florence evacuees. Well have team coverage on the storms impact ahead at 5 a.m. on @wsoctv !,hurricane,hurricane,displaced_people_and_evacuations
"Alright folks looks like this is not a drill. North and South Carolina start thinking about evacuation, gathering supplies. Research now before power goes out. Get a waterproof box for first aid and written notes.",hurricane,hurricane,displaced_people_and_evacuations
I swear I just heard the Law &amp; Order sound when The Weather Channel went to a live update on Hurricane Florence. I need help.,hurricane,hurricane,requests_or_urgent_needs
Storm and flood cleanup activities can be hazardous. Help us keep emergency responders safe responding to #HurricaneFlorence.  #NatlPrep,hurricane,hurricane,rescue_volunteering_or_donation_effort
Falling tree kills infant during Carolina storms: (17 Sep 2018) The death toll from Hurricane Florence and its remnants has risen to 17 as officials say a 3-month-old died in North Carolina when a tree landed on a mobile home. (Sept. 17) Subscribe for,hurricane,hurricane,injured_or_dead_people
Hurricane #Florence is the big news of the day it continues to strengthen as it nears the coast and has already displaced millions of people. Do you know anyone who has had to evacuate??? Sue has your #News Headlines &gt;&gt;  #MorningMAGIC,hurricane,hurricane,displaced_people_and_evacuations
RT @WrestlingNewsCo: -@MATTHARDYBRAND’s home damaged by Hurricane Florence  #WWE #News,hurricane,hurricane,infrastructure_and_utility_damage
"If you live in the path of Hurricane Florence, get somewhere safe. Hurricanes are no joke. I speak from experience as someone who has lost everything to Hurricane Ike.and it was only considered a Category 2 (Cat 3 in other areas).",hurricane,hurricane,caution_and_advice
baesystemsinc volunteers are working hard this #dayofcaring2018! @ Binghamton Zoo at Ross Park,hurricane,hurricane,rescue_volunteering_or_donation_effort
WATCH: Hurricane Florence causes waist-deep flooding in North Carolina see more --&gt;  &lt;-- click here #Usa #News #TopNews #EEUU #abcnews,hurricane,hurricane,other_relevant_information
We just bought over $100 of water to distribute to the victims of #HurricaneFlorence. Our goal is to fill our SUV at least FIVE TIMES with donations! That’s enough to help a small community. We are a small company so we can only do but so much! We need to be prepared now!,hurricane,hurricane,rescue_volunteering_or_donation_effort
Another great #breakfast #eggs #bacon #redvelvet #pancakes #yummy #yum #food @ JJs Caffe,hurricane,hurricane,not_humanitarian
Drinking a Food Truck Beer by @HendersonBeerCo @ DNA Rooftop Patio —,hurricane,hurricane,not_humanitarian
Artie Burns (questionable) joins Joe Haden (doubtful) as injured starting CBs,hurricane,hurricane,not_humanitarian
"Hurricane Florence is projected to bring up to 50 inches of rain to parts of NC coastal areas, including Wilmington. → For context, Wilmington received 57.14 inches of rain during the first seven months of this year",hurricane,hurricane,caution_and_advice
"RT @RSBNetwork: LIVE UPDATE: HURRICANE FLORENCE MAKES LANDFALL, FLOODS CAROLINAS 9/14/18",hurricane,hurricane,caution_and_advice
"If you live in North + South Carolina, or Virginia: absolutely do not take any chances with Hurricane Florence. Right now it’s set to hit Thurs-Fri. Start preparing supplies and evacuation plans now. Do not take chances. Signs are pointing to a potentially catastrophic event.",hurricane,hurricane,caution_and_advice
One million residents and tourists across eight low-lying counties in South Carolina have been ordered to evacuate.,hurricane,hurricane,displaced_people_and_evacuations
Book me today • • • #food #class #newyork #nyc #travel #brunch #dinner #saturday #fit #cookingclass #fitness #home #homemade #homecooking #cooking #brooklyn #cheflife #chef,hurricane,hurricane,not_humanitarian
"Wilmington, NC Mayor Bill Saffo: Take (Hurricane Florence) very seriously. Prepare because once this storm is upon us, were not going to be able to send emergency personnel out to rescue you. You need to make preparations now and get ready",hurricane,hurricane,caution_and_advice
Our #RedCross #volunteers are deploying to the Carolinas to support disaster relief operations. We appreciate all Red Crossers who heard the call to help and are now supporting their neighbors. #HurricaneFlorence,hurricane,hurricane,rescue_volunteering_or_donation_effort
Of all the people to have died from hurricane #Florence #Trump is personal responsible for the minorities. #Racist #NAZI &gt;#Sarcasm &lt;,hurricane,hurricane,injured_or_dead_people
"It’s back to the pool, but I still plan on getting some more open water swims in! These are my pool essentials! @ Nassau County Aquatics Center",hurricane,hurricane,not_humanitarian
About 10.5 feet. About 3 feet more than we had with Hurricane Irene.” New Bern Mayor Dana Outlaw talks current water level #HurricaneFlorence,hurricane,hurricane,other_relevant_information
#NewJersey organizations helping pets in the wake of Florence @TheMCSPCA #njmorningshow #HurricaneFlorence #HelpingPets #Dogs #Cats #Adoption #Donations,hurricane,hurricane,rescue_volunteering_or_donation_effort
"This EMA flood map is one tool to help assess your flood risk. Just put in your address. It’s also important to check the National Weather Service, your local TV &amp; radio and to use common",hurricane,hurricane,caution_and_advice
Closed for flooding in #Durham on Mineral Springs Rd Both NB/SB between Freeman Rd and Stallings Rd #traffic,hurricane,hurricane,infrastructure_and_utility_damage
@profstan72 @tcoley1 @lbailey57 @FishingLeeP @BamaT61 @stamps_ronnie @EllisBamfan1964 @gilliland1tide Good morning everyone! #911Neverforget and prayers for people in the path of #HurricaneFlorence,hurricane,hurricane,sympathy_and_support
"#Florence now a tropical Storm as of the 5PM update. Still crawling along at only 3 mph. Florence continues to bring tropical downpours, isolated tornadoes and tropical storm force winds to much of the Carolinas.",hurricane,hurricane,caution_and_advice
"Virginia Gov. Ralph Northam told Virginians to shelter in place and stay off the roads in anticipation of Hurricane Florences arrival. We anticipate tropical storm force winds, flooding and several inches of rain in parts of the state, he said.",hurricane,hurricane,caution_and_advice
"As we prep for #HurricaneFlorence , we ask that you please do not place any bulk items are yard waste curbside. On that note, reminder that Thursday and Friday sanitation routes will run on Wednesday, September 12. Thanks for your help with this.",hurricane,hurricane,caution_and_advice
"Rains from #Florence cause collapse at NC coal ash landfill, We have a look at the damage on @cbs46 News",hurricane,hurricane,infrastructure_and_utility_damage
"Critically ill patients supported by respirators in ICUs may develop weakness from drug treatment, not illness",hurricane,hurricane,not_humanitarian
"Cancer patients and those who care for them who are in the path of #HurricaneFlorence need to prepare a plan for yourself, including all the information you will need to continue your treatment:  #bcsm #gynsm #lcsm #ColorectalCancer #ProstateCancer",hurricane,hurricane,caution_and_advice
Flooding - road blocked in #Charlotte on N TRYON ST north of W 12th St #traffic,hurricane,hurricane,infrastructure_and_utility_damage
Fresh #TBone steak from thefarmersrail grilled to perfection. With some fresh local peppers and onions. #NardGrills #beef #propane @ Copley Township Cemetery,hurricane,hurricane,not_humanitarian
Coast Guard rescues boatload of dogs from Florence flooding #infinitefireinc #coastguard #rescuingbeagles #hurricaneflorence #floods,hurricane,hurricane,rescue_volunteering_or_donation_effort
"@cher I hear #CrookedDonnie #trump, the #LiarInChief, is going to survey #HurricaneFlorence damage. Hes bringing Bounty paper towels this time because Bounty is the quicker picker upper!",hurricane,hurricane,not_humanitarian
I am pretty torn up today on 9/11. #NeverForget but also now remembering Hurricane Sandy from 2012 because of Florence bearing down. The East River overflowed down my block. It washed through my Citibank- all the safe deposit boxes below the water line were flooded.,hurricane,hurricane,other_relevant_information
"The CVRC will close at 5pm today Wednesday Sept. 12, and will reopen at 9am on Monday Sept. 17. For immediate assistance, please contact the Family Service of the Piedmont at 336-273-7273 or the UNCG Police Department at 336-334-4444 (Emergency) or 336-334-5963 (Non-Emergency)",hurricane,hurricane,not_humanitarian
"The sun provided beautiful backlighting of this Shamrock Orb Weaver (Family Araneidae, Araneus trifolium) during the University of Guelph Bug Day (@guelphbugday). Great event!",hurricane,hurricane,not_humanitarian
@Pataltschul Ummmmsure hoping you have stocked up on Martini supplies. ἷ8ἷ8 ὠ2 #HurricaneFlorence,hurricane,hurricane,not_humanitarian
