tweet_text,predictions_class,class_label
RT @BBCBreaking: New Zealand Prime Minister John Key says two people killed in earthquake,injured_or_dead_people,injured_or_dead_people
RT @NZcivildefence: people in all coastal areas should stay away from beaches and shore. Do not go sightseeing. Follow instructions of loca,caution_and_advice,caution_and_advice
#eqnz Crisis relief =bubbles,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @sulufiti: Very sad to hear that some people have been killed. #eqnz,sympathy_and_support,injured_or_dead_people
RT @cctvnews: BREAKING: A powerful 7.1 magnitude earthquake rocks #NewZealand some 167 kilometres from #Gisborne. via @AFP,caution_and_advice,caution_and_advice
"New Zealand earthquake: Two dead following powerful tremor, tsunami warning issued A powe",injured_or_dead_people,injured_or_dead_people
"Shit there was apparently an earthquake so theres currently a tsunami warning. lel, great time to go for a walk.",caution_and_advice,not_humanitarian
RT @BoyGeorge: Sad news about the earthquake in New Zealand. Thoughts and prayers with everyone!,sympathy_and_support,sympathy_and_support
Shortly after the 7.5 magnitude quake this morning the 111 emergency operator service was down for about half an hour nationwide #eqnz,caution_and_advice,other_relevant_information
"Thinking of everyone affected today! Yes, we are with you!",sympathy_and_support,sympathy_and_support
RT @Emergencybot: Take your pets with you if you can do so safely. #eqnz,rescue_volunteering_or_donation_effort,caution_and_advice
RT @singularityu: Sending good thoughts to our global SU family in New Zealand following the earthquake. Please stay safe. We’re monitoring,sympathy_and_support,sympathy_and_support
"RT @_bobena: So many large quakes, so many diff epicentres. What the hell?! Stay safe everyone, hope is well! #eqnz #TSUNAMI #Kaikoura #EQNZ",sympathy_and_support,sympathy_and_support
@nightlovell need to come to New Zealand ἟3἟F shit will be rocking just the the earthquake on Monday morning #eqnz litὤFἿBὊF,other_relevant_information,not_humanitarian
Our thoughts and prayers are with everyone impacted by the NZ earthquakes #eqnz,sympathy_and_support,sympathy_and_support
I am incredibly thankful that this is the worst damage #eqnz,infrastructure_and_utility_damage,sympathy_and_support
I really really really hope that all my loved ones all across New Zealand are safe from the earthquake ὡ6ὤFἿB,sympathy_and_support,sympathy_and_support
EU analysis suggests that initial &amp; maybe even largest tsunami waves would have passed before warning issued after Kaikoura quake. #eqnz,caution_and_advice,caution_and_advice
Tsunami activity will continue for several hours after a 7.1 magnitude earthquake off New Zealands East Cape.,caution_and_advice,caution_and_advice
SEDDON - If you have lost or found a pet in or near Seddon please contact Seddon Information Centre:  #eqnz,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @figuredapp: Sending our thoughts out to all our farming friends &amp; partners in the regions affected by the quakes - stay safe #kiakaha #,sympathy_and_support,sympathy_and_support
RT @TheLadBible: BREAKING: New Zealand has been hit by a major 7.1 earthquake.,caution_and_advice,caution_and_advice
If I can help anyone in #Wellington tidy up or anything please get in touch #eqnz,requests_or_urgent_needs,requests_or_urgent_needs
"Paradise has its price, earthquakes, tsunami, sometimes the odd volcano says hello, Kia Kaha we stay forever strong #NewZealand #earthquake",sympathy_and_support,sympathy_and_support
Still havent seen photos of Kaikoura township post-earthquake despite coast aerials. (Hoping because damage there is less severe-?) #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
There was a tsunami warning so have left the house for higher ground. #eqnz #midnightadventures,caution_and_advice,caution_and_advice
wonder if the supermoon early tuesday morning with send us another shake #NewZealand #earthquake,other_relevant_information,not_humanitarian
On @RadioNZ - Bill Fry - tsunami had been caused by the land based #eqnz - didnt think it would cause tsunami until saw sensor data.,caution_and_advice,other_relevant_information
Early morning magnitude 7.5 #earthquake: Follow live updates from @geonet here  #eqnz,caution_and_advice,caution_and_advice
RT @TIME: Powerful earthquake near New Zealand triggers tsunami,caution_and_advice,caution_and_advice
??? They must have a pretty fragile water system to be affected by a quake 800km away! #eqnz,other_relevant_information,other_relevant_information
Stay off beaches and away from the water until the tsunami warning has been cancelled. Unusually strong currents will continue. #eqnz,caution_and_advice,caution_and_advice
Two large aftershocks have just hit Seddon and Cheviot  #eqnz,caution_and_advice,caution_and_advice
"RT @kaupapa: GNS says likely to be one 5+ aftershock every day for month. Avoid any buildings that do not feel safe, Welli folk #eqnz",caution_and_advice,caution_and_advice
Been updated on impact of earthquake in NZ. While not as horrific in taking lives there is significant damage in many areas. #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
Not exactly the smartest place to set up camera in the middle of an emergency cordon FFS (outside NEC building). #eqnz,other_relevant_information,other_relevant_information
Thoughts and prayers are with family and friends impacted by #eqnz. Stay safe and look after each other.,sympathy_and_support,sympathy_and_support
RT @RougeLikeGirl: Asking again if anyone has any contact with people south of Kaikoura and can help me get hold of my parents in Clarence.,requests_or_urgent_needs,requests_or_urgent_needs
"RT @MavaEnoka: Wellington CBD will be open tomorrow, bar a few cordoned areas – Justin Lester, Wellington Mayor #eqnz",other_relevant_information,other_relevant_information
@SingularityUNZ any impacts on the venue? Im expecting it to be a relief shelter following the earthquake #eqnz,other_relevant_information,not_humanitarian
Aftershocks are causing buildings in Wellington to be evacuated. The earthquakes are not even centered in the Capital #EQNZ This isnt good!,displaced_people_and_evacuations,displaced_people_and_evacuations
Still earthquake aftershocks happening all over new zealand i pray you all are ok . Please pray for us,sympathy_and_support,sympathy_and_support
RT @BreakingNews: Tsunami warning downgraded in New Zealand but people still warned to stay away from beaches and rivers - NZ Stuff,caution_and_advice,caution_and_advice
"RT @nzherald: Brown water in taps in Brooklyn, Newtown, Te Aro and Cuba St, Wellington — Council says safe to drink",caution_and_advice,other_relevant_information
Super thankful for the New Zealand Fire Service that came to my rescue this morning #earthquake #flooding #Wellington,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
Upgraded to a 7.5 with 50 aftershocks in five hours and a countrywide tsunami warning. That one was no joke! #eqnz,caution_and_advice,caution_and_advice
Tsunami hit New Zealand after M7.8 South Island quake leaves two dead,injured_or_dead_people,injured_or_dead_people
"When you handle the constant aftershocks, but then the Norwester comes through so you get 140kmph gusts *and* aftershocks. No bueno. #eqnz",other_relevant_information,not_humanitarian
"Navy ships that supported #eqnz relief effort, including #USSSampson, sail into Wellington  via @TVONENZ",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @BNONews: BREAKING: All tsunami warnings for New Zealand have been canceled after this mornings powerful earthquake - civil defence,caution_and_advice,caution_and_advice
RT @RKPriestley: Great to have this specific info: Wellington tsunami evacuation is for red zone (beaches and foreshore) areas only,displaced_people_and_evacuations,displaced_people_and_evacuations
"@Sinceritas_C There was a 7.1 earthquake off the east coast of the North Island in the wee hours, hence the tsunami warning. @JuhaIivarinen",caution_and_advice,caution_and_advice
So the statistics departments building in Wellington has been damaged by the earthquakes. What are the chances? #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
By now you may have heard about the earthquake in NZ. Our thoughts go to those effected. Stay safe New Zealand! Photo via @youngadventuress,sympathy_and_support,sympathy_and_support
"This earthquake, triggered 80-100k landslides &amp; was largest recorded in New Zealand since 2009 M7.8 in Dusky Sound",caution_and_advice,caution_and_advice
RT @Sulav_shr: That looks rough! Thoughts with the people in New Zealand. Please take care of yourself! This shall pass. #eqnz,sympathy_and_support,sympathy_and_support
RT @1alexcam: CCTV shows magnitude 7.8 #earthquake hit #Christchurch #NewZealand ⏩  #NZ #kiwi #Tsunami #quake #Kiwis,caution_and_advice,caution_and_advice
"i hope everyone is staying safe today in the south island, lots of love from up north #earthquake #eqnz",sympathy_and_support,sympathy_and_support
All we need now is another massive quake and were fucked #eqnz #floods,not_humanitarian,other_relevant_information
"RT @JakeSmethurst3: #BREAKING: Civil Defence says tsunami threat is for the east coast of all NZ (inc. Christchurch, Wellington and the Cha",caution_and_advice,caution_and_advice
Thank you to all the emergency services and volunteer personnel who have responded to this quake. Your efforts are greatly appreciated #eqnz,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
Parts of New Zealand facing devastating damage from the earthquakes now we are facing flooding. TY for being so supportiveὤFἿC #eqnz [1/2],infrastructure_and_utility_damage,infrastructure_and_utility_damage
All my thoughts with the Mainland today. Stay safe. #eqnz,sympathy_and_support,sympathy_and_support
Emergency and continuity planning for your #smallbiz - Tips to get through natural disasters:  #flooding #eqnz,caution_and_advice,caution_and_advice
US warship USS Sampson to help out with earthquake response - New Zealand Herald  #news,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
No Tsunami threat to India in the wake of New Zealand quake There is no tsunami threat to,other_relevant_information,other_relevant_information
"We have two geologists and a geotechnical engineer flying over Kaikoura, Waiau, Culverdon area soon to assess property &amp; land damage #eqnz",infrastructure_and_utility_damage,infrastructure_and_utility_damage
"OK, OK, its immature but for the sake of comic relief I have to poke fun @radionz on this #eqnz typo :D",not_humanitarian,not_humanitarian
#tsunami is now trending in New Zealand,caution_and_advice,other_relevant_information
Near to #Kaikoura devastation. Thoughts with all those affected by #EQNZ @ Ohau Point Seal Colony,sympathy_and_support,sympathy_and_support
Our thoughts and prayers go out to family and friends in the South Island. Stay strong and keep safe. #earthquake #eqnz #Kaikoura,sympathy_and_support,sympathy_and_support
Anyone know the state of South Bay #kaikoura and how much damage is there? #eqnz,infrastructure_and_utility_damage,other_relevant_information
Earthquake at 4.30am slept right through it all. Then tsunami warning. Happy Friday peeps!,caution_and_advice,not_humanitarian
@RoyalNZNavy is currently #evacuating #people from #kaikoura #earthquake #NewZealand,displaced_people_and_evacuations,displaced_people_and_evacuations
RT @HumanityRoad: #NZ Route 1 photo road damage south of Kaikoura #eqnz #hmrd,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @ONENewsNZ: Live Updates: Tsunami warning issued after 7.1 earthquake strikes off East Coast,caution_and_advice,caution_and_advice
8.2 ft. #Tsunami wave hits #NewZealand just 2 hours after 7.5 #Earthquake rocks the nations South Island. 10-16 ft. waves expected,caution_and_advice,caution_and_advice
Were praying all our supporters and friends affected by the quake and aftershocks overnight know the Lords strength and help today. #eqnz,sympathy_and_support,sympathy_and_support
RT @501Awani: #AWANInews [UPDATED] Tsunami hits New Zealand after struck by powerful quake of 7.8,rescue_volunteering_or_donation_effort,other_relevant_information
All calm except for minor aftershocks now. It was 7.8 earthquake and 2 dead. #eqnz #emergency  via @MailOnline,injured_or_dead_people,injured_or_dead_people
RT @HenryMcMullan: More state highway 1 damage #eqnz #BREAKING,infrastructure_and_utility_damage,infrastructure_and_utility_damage
[Updated] Two Killed in New Zealand Earthquake  All is well here in Auckland,injured_or_dead_people,injured_or_dead_people
"Massive Earthquake Kills Two in New Zealand, Causes Extensive Damage  via @markets",infrastructure_and_utility_damage,injured_or_dead_people
WE HAVE BEEN EVACUATED FUCKING TSUNAMI IM SICK OF THESE FUCKING EARTHQUAKES. LIVING LIKE THIS FOR 6 YEARS NOW #eqnz,caution_and_advice,displaced_people_and_evacuations
RT @MonishNand: Thoughts and prayers goes out to those affected by #earthquake in #NewZealand. Please take heed of warnings and stay safe. ❤,sympathy_and_support,sympathy_and_support
"A powerful 7.8 magnitude earthquake has hit New Zealand, triggering tsunami warnings across the country  #eqnz",caution_and_advice,caution_and_advice
RT @pmharriskn: Our thoughts and prayers are with the people of New Zealand who were affected by this horrible tragedy #nzearthquake :,sympathy_and_support,sympathy_and_support
RT @KatGreenbrook: Whats the best place to donate to help those in Kaikoura? #eqnz,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @NZDefenceForce: NEWS || @NZAirForce NH90s bring aid supplies to Kaikoura:  // #eqnz #earthquake #Kaikoura :,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"#earthquake: Just found out the 7.1 is hitting NZs North Island, East Coast and now theres a warning that there might be a tsunami coming!",caution_and_advice,caution_and_advice
#BIGUPS to @radionz for their fantastic overnight coverage re: #eqnz and tsunami warnings. Feeling informed helped us feel safer.,caution_and_advice,other_relevant_information
RT @SarahWerner_NZ: Teams lining up for prize giving. Round of applause for the @StJohnNZ Chch team supporting #eqnz efforts,rescue_volunteering_or_donation_effort,sympathy_and_support
"Magnitude 6.9 earthquake reported, including tsunami warnings. Stay safe Japan! Love from New Zealand. #Fukushima",caution_and_advice,caution_and_advice
The cats have been obsessive about food for the last 36 hours. I suspect its related to the #eqnz,other_relevant_information,not_humanitarian
That said the 12.40am CDEM Media Alert National Advisory: No Tsunami Threat to New Zealand was unfortunate/  /2,caution_and_advice,caution_and_advice
Wouldnt be surprised if a tornado full of sharks ripped through Wellingtons CBD in the next 20 minutes. #eqnz,other_relevant_information,not_humanitarian
Mum-in-law living at Leithfield Beach scared but okay – the whole place has been evacuated on the tsunami warning. #eqnz,displaced_people_and_evacuations,displaced_people_and_evacuations
RT @nowthisnews: At least two are dead after a massive earthquake and tsunami struck New Zealand,injured_or_dead_people,injured_or_dead_people
My thoughts and prayers are with everyone in New Zealand and the people affected by the #earthquake #eqnz,sympathy_and_support,sympathy_and_support
"RT @PhilipDuncan: Showing up in #Wellington gauges now, not as intense there though - GET AWAY FROM COASTAL AREAS:",other_relevant_information,other_relevant_information
Wishing everyone well and safe after the 7.5 quake and the aftershocks that struck. Our thoughts are with you #eqnz,sympathy_and_support,sympathy_and_support
RT @dailystarnews: New #earthquake with 6.2 magnitude rattles #NewZealands South Island hours after a more powerful quake takes place http,caution_and_advice,not_humanitarian
Here are key TSUNAMI evacuation zone maps for #Wellington &amp; #LowerHutt &gt;&gt; all maps for Wellington region available via @WREMOinfo #eqnz,displaced_people_and_evacuations,displaced_people_and_evacuations
Our thoughts are with everyone affected by today’s earthquakes and aftershocks. Stay safe. #eqnz,sympathy_and_support,sympathy_and_support
Prime Minister John Key postponed a trip to Argentina following this mornings severe earthquake. Click pic for more info #eqnz,other_relevant_information,other_relevant_information
"Kia ora whanau, Our thoughts are with those who have been affected by earthquakes and tsunami in New Zealand.",sympathy_and_support,sympathy_and_support
RT @BreakingNews: New Zealand national monitor Geonet says 45 aftershocks felt following magnitude-7.8 earthquake - NZ Herald /,caution_and_advice,other_relevant_information
RT @TheJaneWardell: #BREAKING New Zealand PM confirms at least two people killed in earthquake #eqnz,injured_or_dead_people,injured_or_dead_people
ὢ7 Queensgate in the #Hutt is closed for the rest of the week - but what about my comfort shopping during these aftershocks #eqnz ?!,other_relevant_information,other_relevant_information
#eqnz just waking up to news of damage to #Wellington and #Canterbury #prayers,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @guardian: Tsunami hits New Zealand east coast after 7.4-magnitude earthquake,caution_and_advice,other_relevant_information
@WgtnPhoenixFC v Melb Victory to be rescheduled due to damage @WestpacStadium #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @WeatherWatchNZ: New Zealand earthquake and tsunami coverage dominates global news today:,other_relevant_information,other_relevant_information
7.8 magnitude earthquake hits New Zealand. Thanks God I am safe and sound. .@SophiyAnjam,sympathy_and_support,not_humanitarian
RT @monique_nz: Surreal listening to Katy Gosset on @radionz with tsunami sirens going off in background. #eqnz,other_relevant_information,caution_and_advice
RT @misimagined8: Tsunami siren going off in Christchurch now #eqnz,caution_and_advice,caution_and_advice
@janedoeee1611 I believe Auckland wasnt really affected by the earthquake. Or maybe coz I was sleeping. Ill pray that they will be safe,sympathy_and_support,sympathy_and_support
"#BREAKING: No tsunami warning for NEW ZEALAND after 7.3 quake near Fukushima, Japan. #JapanQuake",caution_and_advice,caution_and_advice
"Hmm, wonder if I can update my #LinkedIn achievements with Survived 7.5 magnitude Earthquake #eqnz",other_relevant_information,other_relevant_information
RT @mark_tarello: YIKES! Damage seen after magnitude 7.8 earthquake in New Zealand. Photo credit: @nkpnz #Earthquake #NewZealand #eqnz http,infrastructure_and_utility_damage,other_relevant_information
Rescue operation near epicentre of New Zealand earthquake begins,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"RT @keahicory: - what we know -More than 20 aftershocks have struck up and down the country, as far north as Pukekohe, south of Auckland. #",other_relevant_information,caution_and_advice
Ive been getting calls from friends and family around the world to see if family and I are ok because the earthquake and tsunami warning.,caution_and_advice,sympathy_and_support
Aftershocks in Wellington &gt;&lt; #eqnz,caution_and_advice,caution_and_advice
Thanks to our volunteers &amp; @Disturbed for helping raise $2500 last Friday in #Auckland. You can fundraise too  #eqnz,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"The Defence Force HQ in Wellington is closed due to quake damage, unsure when itll be safe again  #eqnz",infrastructure_and_utility_damage,not_humanitarian
RT @jackyan: Here are the #tsunami evacuation zones for Wellington City to Ngauranga. #eqnz,displaced_people_and_evacuations,displaced_people_and_evacuations
"❤all the msgs of support for Home, New Zealand. Currently 2 tragic deaths from the earthquake. The Tsunami warning was scaled back. #AROHA",injured_or_dead_people,injured_or_dead_people
Wishing all those in affected areas continued safety - member club earthquake updates at  #eqnz #gymnasticsnz,sympathy_and_support,sympathy_and_support
"LIVE: Two confirmed dead, military helicopters on the way to assess damage, aftershocks still happening  #eqnz",injured_or_dead_people,injured_or_dead_people
Hey @BishopTamaki seems you had a bit to say about earthquakes of late. Why not tell us what your church is doing to help #eqnz victims?,rescue_volunteering_or_donation_effort,other_relevant_information
We are thinking of all those throughout #NewZealand in areas affected by the earthquake - we hope you stay safe. #eqnz,sympathy_and_support,sympathy_and_support
RT @Soyerz: Victoria University of Wellington opening tomorrow at 12pm after checking for damage. #eqnz @radionz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
"RT @TrishOpen: ὎3tsunami sirens, truly terrifying sound #eqnz",caution_and_advice,caution_and_advice
RT @lou_gordongreen: Does anyone have info on how to get on evacuation lists in #Kaikoura #eqnz #earthquakenz @Jwpurd,displaced_people_and_evacuations,displaced_people_and_evacuations
Been following #eqnz all day. There appears to be huge amount of damage that will take a while to repair. But thankfully minimum casualties,infrastructure_and_utility_damage,infrastructure_and_utility_damage
"Im so thankful that there was no damage to our house, or anything inside of it. If only it was like this for everyone else ὡ3ὢA #eqnz",sympathy_and_support,infrastructure_and_utility_damage
"4.1 magnitude #earthquake. 37 km from Blenheim, Marlborough, #NewZealand",caution_and_advice,caution_and_advice
RT @ThomasMeadia: Roads getting worse the further north we go. Cracks in SH1 north of Cheviot #eqnz,caution_and_advice,other_relevant_information
"RT @nzherald: Live: Night of earthquakes: Tsunami threat, warning of waves of up to 5m  #EQNZ",caution_and_advice,caution_and_advice
#eqnz Weve activated our special emergency relief package for customers impacted by this weeks earthquake:,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"please pray for new zealand guys, to everyone in the area of earthquake and tsunami stay safe and alert. all my prayers are on you",sympathy_and_support,sympathy_and_support
"Powerful quake strikes New Zealand, triggering small tsunami  #ynet",caution_and_advice,caution_and_advice
"▶️ Stuart Smith, MP for Kaikoura spoke with @ninetonoon after surveying the damage done. #eqnz",infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @craigcook3: Larger tsunami waves (2.5m) now recorded @ Kaikoura - NZ WeatherWatch site suggesting underwater landslide caused tsunami.,caution_and_advice,other_relevant_information
RT @IFRCAsiaPacific: .@NZRedCross personnel still operating in areas worst affected by last Mondays 7.8 magnitude earthquake /,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @motogroupie: Had a couple of red zone refugees turn up at 3:30am. Now all safely tucked up in bed hoping for no more shakes. #eqnz,caution_and_advice,not_humanitarian
RT @geoffkinns: Stay safe New Zealand! Earthquake with potential tsunami heading their way ἟3἟F,caution_and_advice,caution_and_advice
Amazing the earth can create this kind of damage #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @globalnewsto: UPDATED: Emergency services in New Zealand warned people to move to higher ground to avoid tsunami waves.,caution_and_advice,caution_and_advice
Who felt the earthquake in new Zealand good luck to people in kaikoura all my love to you guys and girls keep calm♥♥♥♥♥,sympathy_and_support,sympathy_and_support
RT @marcelvandenber: State Highway 1 in New Zealand severely damaged and closed for a while,infrastructure_and_utility_damage,infrastructure_and_utility_damage
"Following this mornings earthquakes we keep our girls, leaders &amp; their families in the communities affected in our thoughts. Stay safe #eqnz",sympathy_and_support,sympathy_and_support
cnni: New Zealands Prime Minister says earthquake may have caused billions of dollars worth of damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @irishexaminer: Tsunami hits New Zealand after powerful earthquake; residents told to move to higher ground  http,caution_and_advice,displaced_people_and_evacuations
"Newlands Primary School - we are currently checkng buildings, an update wil be sent out approx 8am as to whether we wil be open today #eqnz",caution_and_advice,other_relevant_information
RT @Avuxeni_: sealevels wellington new Zealand all over the place #tsunami,other_relevant_information,other_relevant_information
Just been &amp; checked our school buildings following EQ. All ok but we will remain closed until tomorrow. #EQNZ,other_relevant_information,other_relevant_information
Wakefield Rd actually. Nobody on the streets. Witness have said that Mount Victoria is collapsed. Everyone is running away tsunami #eqnz,infrastructure_and_utility_damage,other_relevant_information
Anyone else in Christchurch hearing this siren? Been going on for about 10 minutes - cant tell if car alarm or emergency siren #eqnz,caution_and_advice,caution_and_advice
RT @BNZ: Important #eqnz information for staff &amp; customers:  Our thoughts are with everyone whos been impacted. Sta,sympathy_and_support,sympathy_and_support
Our Canterbury branch is collecting food to send to Kaikoura by helicopter. Please donate and drop off food to CCS in Lichfield #EQNZ,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
Tsunami warning is real. Praying for Canterbury Wellington and coastal towns this morning. #eqnz #stayawayfrom beaches,caution_and_advice,sympathy_and_support
Arguably either would be better than the #tsunami warnings we normally get - long delay AND false alarm! #eqnz,caution_and_advice,caution_and_advice
"RT @K8Shuttleworth: There have been casualties in Kaikoura following a severe 7.5 quake, and a tsunami between expected.",injured_or_dead_people,injured_or_dead_people
RT @iamsudhish: Our thoughts and prayers are with the people #NewZealand #earthquake,sympathy_and_support,sympathy_and_support
When you wake up and theres been an earthquake and tsunami warning in your country lmao the shit that happens when were asleep I stg,caution_and_advice,not_humanitarian
RT @NZcivildefence: People in all coastal areas in New Zealand should stay off beaches and away from the water. Do not go sightseeing. #eqnz,caution_and_advice,caution_and_advice
RT @TheDailyBlogNZ: 7.5 magnitude Earthquake hits New Zealand « The Daily Blog,caution_and_advice,other_relevant_information
Damaged road near Oaro State Highway 1 #eqnz The road remains closed from Waipara to Picton at present. Please stay safe via @NZTATotS,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @Dave_WREMO: Tsunami sirens activated in Lower Hutt city #wgtn #eqnz,caution_and_advice,caution_and_advice
RT @KiwiHammers: Hoping everyone but especially our South Island Hammers are all okay following the latest earthquake #eqnz,sympathy_and_support,sympathy_and_support
#BREAKING Live footage of tsunami hitting NZ coast following 7.1 earthquake this morning. #eqnz,other_relevant_information,other_relevant_information
RIP lemon liquor ὢD#eqnz #nzearthquake,not_humanitarian,not_humanitarian
RT @CanHCNZ: Canadas thoughts &amp; deepest condolences for loss of life are with @johnkeypm and people NZ following Mondays earthquake. Kia,sympathy_and_support,sympathy_and_support
What are the government doing for those affected by the #eqnz ? A tv3 reporter said that their TV crew called airforce to get heli evac?,not_humanitarian,displaced_people_and_evacuations
"Nz brothers and sisters, after that 7.1 earthquake and tsunami warning that followed after. Shit lets give the beach a pass today! #besafe",caution_and_advice,caution_and_advice
"Our thoughts go out to the good people of Kaikoura, Christchurch, Wellington and all the other affected areas of our great country. #eqnz",sympathy_and_support,sympathy_and_support
"Food truck Street Feast on High St off tomorrow night b/c of #Eqnz, floods etc. #wellyweather",rescue_volunteering_or_donation_effort,other_relevant_information
Tsunami Evacuation sirens still going on in christchurch#eqnz #Christchurch,displaced_people_and_evacuations,displaced_people_and_evacuations
RT @_hk_321: May Allah protect everyone in New Zealandtwo earthquakes likeὣ1Ὁ4 #NewZealand #earthquake,sympathy_and_support,sympathy_and_support
"Reports of houses being damaged. This is partially why #iMoved.me was built, to help in times like this. Stay safe #NZ #eqnz",infrastructure_and_utility_damage,infrastructure_and_utility_damage
NEWS || NZDF’S disaster relief operation maintains high tempo:  // #eqnz #nzearthquake #Kaikoura,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"RT @socialpinpoint: Our thoughts are with our friends in New Zealand today, stay safe everyone #EQNZ",sympathy_and_support,sympathy_and_support
RT @rtenews: In pictures: The destruction from the 7.8 magnitude earthquake in New Zealand,infrastructure_and_utility_damage,other_relevant_information
RT @BreakingNews: Magnitude 7.4 earthquake hits Canterbury region of New Zealands South Island - USGS,caution_and_advice,caution_and_advice
"At the risk of being repetitive Be kind and be patient - the aftershocks continue and now bad weather, flooding also affecting many #EQNZ",caution_and_advice,sympathy_and_support
Were miles away but damn that was a strong quake. God bless this country esp Kaikoura #eqnz,sympathy_and_support,not_humanitarian
Lots of aftershocks still being felt in masterton #eqnz,caution_and_advice,other_relevant_information
"If theres an aftershock and youre inside, drop, cover, hold. If outside, stay clear of damaged buildings in case of debris. #eqnz ^Libby",caution_and_advice,caution_and_advice
RT @nzherald: Damage at a supermarket following the magnitude 7.8 earthquake this morning #EQNZ,infrastructure_and_utility_damage,infrastructure_and_utility_damage
Reports of damage to at least 25 buildings in Wellington so far #eqnz #wellington,infrastructure_and_utility_damage,infrastructure_and_utility_damage
Its going to be a big #Coffee day for most of #NewZealand. Thoughts are with the people of #Kaikoura who have been worst hit. #EQNZ.,sympathy_and_support,sympathy_and_support
"There has been 1,492 Earthquake since the M7.5 Kaikoura Earthquakes #eqnz #kaikoura #NewZealand",other_relevant_information,other_relevant_information
"RT @lyallbaynz: Big hugs to the emergency services today helping out around Wellington with #eqnz and now weather issues, thank you for wha",rescue_volunteering_or_donation_effort,sympathy_and_support
Our NH90 &amp; P-3 are in the air and surveying the damage from last nights quake. Well get you images as soon we can. Stay safe #eqnz #RNZAF,infrastructure_and_utility_damage,infrastructure_and_utility_damage
Parked up on higher ground due to tsunami warning and this guy keeps farting #frenchbulldog #eqnz,caution_and_advice,not_humanitarian
RT @neogeo: .@radionz reports earthquake has upgraded from 6.6 to 7.5 #eqnz - take tsunami threat seriously #wellington #nz,caution_and_advice,caution_and_advice
Ugh. My head keeps going all funny and like spinning. Its been happening since the first earthquake. Just stop please!! #eqnz,other_relevant_information,not_humanitarian
Tsunami warning at Redcliffs Christchurch this morning @CodeClubNZ,caution_and_advice,caution_and_advice
Heavy rain/wind for upper South Island &amp; lower North Island this arvo through early Tuesday may hinder #eqnz efforts. Flooding possible.,caution_and_advice,caution_and_advice
Live: Magnitude 7.1 earthquake shakes North Island on @nzherald,caution_and_advice,other_relevant_information
"@HunterRowland hunter, in New Zealand we just had a big earthquake! 2 people died and schools are closed! ὡ6 not that you read this but eh..",injured_or_dead_people,injured_or_dead_people
im highkey scared rn i dont think i want to get wet and get sick and freeze from the tsunami no thanx,not_humanitarian,not_humanitarian
"Live: One death confirmed in Kaikoura, tsunami warning for much of NZs east coast after massive quake",injured_or_dead_people,injured_or_dead_people
RT @LucanLeBlanc: #BREAKING: Tsunami warning extended to North Island East Coast after 2 metre wave hit South Island. #eqnz,caution_and_advice,caution_and_advice
Several Wellington CBD buildings deemed unsafe  #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
"RT @NZcivildefence: Coastal areas between Blenheim and Banks Peninsula, and Chatham islands, are still prone to tsunami. Please remain on h",caution_and_advice,caution_and_advice
8am and still feeling aftershocks. Thats enough already! #nzearthquake #EQNZ #,other_relevant_information,other_relevant_information
"Dont worry everyone. We are fine here in Auckland, New Zealand. Were not affected with the earthquake and tsunami, only the other cities.",sympathy_and_support,not_humanitarian
RT @SarahLibrarina: The best help we can provide from a distance during an emergency is to donate $ @NZRedCross  #eq,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
@SoulGlowActivtr Hey Soli here in the north island of new zealand we had a shaking morning an earthquake 7.1 pray for us i trixie roxx am,sympathy_and_support,not_humanitarian
